Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr1	17308197	17364004	1p36.13	1p36.13	605347	"PADI4, PADI5, PAD"	PADI4	23569	
chr1	17372196	17401699	1p36.13	1p36.13	610363	"PADI6, PREMBL2"	PADI6	353238	"Preimplantation embryonic lethality 2, 617234 (3), Autosomal recessive"
chr1	17406760	17439677	1p36.13	1p36.13	609587	"RCC2, KIAA1470"	RCC2	55920	
chr1	17513435	17697875	1p36.13	1p36.13	612494	"ARHGEF10L, GRINCHGEF, KIAA1626"	ARHGEF10L	55160	
chr1	18630846	18748866	1p36.2-p36.12	1p36.13	167410	"PAX7, RMS2, MYOSCO"	PAX7	5081	"Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation; Myopathy, congenital, progressive, with scoliosis, 618578 (3), Autosomal recessive"
chr1	18839599	18859660	1p36	1p36.13	606226	"TAS1R2, T1R2"	TAS1R2	80834	
chr1	18871430	18902555	1p36	1p36.13	606811	"ALDH4A1, ALDH4, P5CDH"	ALDH4A1	8659	"Hyperprolinemia, type II, 239510 (3), Autosomal recessive"
chr1	19074510	19210266	1p36.13	1p36.13	609890	"UBR4, ZUBR1, RBAF600, KIAA1307"	UBR4	23352	
chr1	19215660	19251524	1p36.13	1p36.13	616846	"EMC1, KIAA0090, CAVIPMR"	EMC1	23065	"Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive"
chr1	19265982	19274122	1p36.13	1p36.13	608478	"AKR7A4, AFAR3"	AKR7L	246181	
chr1	19274229	19288770	1p36.13	1p36.13	608477	"AKR7A3, AFAR2"	AKR7A3	22977	
chr1	19302708	19312146	1p36.13	1p36.13	603418	"AKR7A2, AKR7, AFAR"	AKR7A2	8574	
chr1	19312326	19334463	1p36.13	1p36.13	614760	"SLC66A2, PQLC2"	SLC66A1	54896	
chr1	19338775	19485539	1p36.1	1p36.13	601572	"CAPZB, CAPPB"	CAPZB	832	
chr1	19596979	19629820	1p36.13	1p36.13	616574	"MICOS10, MINOS1, MIO10, MIC10"	MICOS10	440574	
chr1	19643229	19658452	1p36.13-p36.11	1p36.13	600613	"D1S1733E, DAN"	NBL1	4681	
chr1	19664875	19680966	1p36-p35	1p36.13	601109	HTR6	HTR6	3362	
chr1	19814029	19815283	1p36.13	1p36.13	617163	RNF186	RNF186	54546	
chr1	19882395	19912945	1p36.13	1p36.13	611758	"OTUD3, KIAA0459"	OTUD3	23252	
chr1	19920009	19923617	1p36	1p36.13	618320	PLA2G2E	PLA2G2E	30814	
chr1	19975431	19980434	1p35	1p36.13	172411	"PLA2G2A, PLA2B, PLA2L, MOM1"	PLA2G2A	5320	"{?Colorectal cancer, susceptibility to}, 114500 (3), Autosomal dominant, Somatic mutation"
chr1	20028408	20091911	1p36-p34	1p36.13	601192	"PLA2G5, FRFB"	PLA2G5	5322	"[Fleck retina, familial benign], 228980 (3), Autosomal recessive"
chr1	20100001	23600000	1p36.12		612957	B6QTL1		100302718	"{Vitamin B6 plasma level QTL 1}, 612957 (2)"
chr1	20100001	34300000	1p36.12-p35.1		612627	"BFIS4, BFIC4"		100271922	"Seizures, benign familial infantile, 4, 612627 (2)"
chr1	20111939	20119536	1p36.12	1p36.12	605630	"PLA2G2D, SPLASH"	PLA2G2D	26279	
chr1	20139323	20150381	1p35	1p36.12	616793	PLA2G2F	PLA2G2F	64600	
chr1	20183331	20196050	1p36.12	1p36.12	616783	UBXN10	UBXN10	127733	
chr1	20482391	20486210	1p36.12	1p36.12	614986	CAMK2N1	CAMK2N1	55450	
chr1	20499448	20508151	1p36.12	1p36.12	612037	"MUL1, MULAN, C1orf166"	MUL1	79594	
chr1	20589097	20618903	1p36.2-p35	1p36.12	123920	CDA	CDA	978	
chr1	20633458	20651511	1p36	1p36.12	608309	"PINK1, PARK6"	PINK1	65018	"Parkinson disease 6, early onset, 605909 (3), Autosomal recessive"
chr1	20651777	20661369	1p36.1	1p36.12	602202	"DDOST, OST, OST48, CDG1R"	DDOST	1650	"Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive"
chr1	20661630	20718007	1p36.12	1p36.12	605037	"KIF17, KIAA1405"	KIF17	57576	
chr1	20740266	20787307	1p36.12	1p36.12	616072	"HP1BP3, HP1BP74"	HP1BP3	50809	
chr1	20806292	21176897	1p36.12	1p36.12	603929	"EIF4G3, EIF4GII"	EIF4G3	8672	
chr1	21217250	21345504	1p36.1	1p36.12	600423	ECE1	ECE1	1889	"{Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial; ?Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3), Autosomal dominant"
chr1	21436789	21484900	1p36.2	1p36.12	612992	NBPF3	NBPF3	84224	
chr1	21508984	21578410	1p36.1-p34	1p36.12	171760	"ALPL, HOPS, TNSALP, HPPA, HPPO, HPPI, HPPC"	ALPL	249	"Odontohypophosphatasia, 146300 (3), Autosomal dominant, Autosomal recessive; Hypophosphatasia, infantile, 241500 (3), Autosomal recessive; Hypophosphatasia, childhood, 241510 (3), Autosomal recessive; Hypophosphatasia, adult, 146300 (3), Autosomal dominant, Autosomal recessive"
chr1	21596221	21669357	1p36.1-p35	1p36.12	600278	RAP1GA1	RAP1GAP	5909	
chr1	21678298	21783149	1p36	1p36.12	617445	"USP48, USP31"	USP48	84196	
chr1	21822244	21937310	1p36.1	1p36.12	142461	"HSPG2, PLC, SJS, SJA, SJS1"	HSPG2	3339	"Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3), Autosomal recessive; Schwartz-Jampel syndrome, type 1, 255800 (3), Autosomal recessive"
chr1	21977022	21998642	1p36.12	1p36.12	618694	CELA3B	CELA3B	23436	
chr1	22001657	22012542	1p36.12	1p36.12	618693	CELA3A	CELA3A	10136	
chr1	22052709	22101360	1p36.1	1p36.12	116952	"CDC42, TKS"	CDC42	998	"Takenouchi-Kosaki syndrome, 616737 (3), Autosomal dominant"
chr1	22117313	22143097	1p35	1p36.12	603490	"WNT4, SERKAL"	WNT4	54361	"?SERKAL syndrome, 611812 (3), Autosomal recessive; Mullerian aplasia and hyperandrogenism, 158330 (3), Autosomal dominant"
chr1	22428909	22531154	1p36	1p36.12	612106	"ZBTB40, KIAA0478"	ZBTB40	9923	
chr1	22563489	22603595	1p36.12	1p36.12	176945	"EPHA8, EEK, HEK3"	EPHA8	2046	
chr1	22636463	22639678	1p36.3-p34.1	1p36.12	120550	C1QA	C1QA	712	"C1q deficiency, 613652 (3), Autosomal recessive"
chr1	22643633	22648108	1p36.3-p34.1	1p36.12	120575	"C1QC, C1QG"	C1QC	714	"C1q deficiency, 613652 (3), Autosomal recessive"
chr1	22653236	22661637	1p36.3-p34.1	1p36.12	120570	C1QB	C1QB	713	"C1q deficiency, 613652 (3), Autosomal recessive"
chr1	22710838	22921500	1p36.1-p35	1p36.12	600997	"EPHB2, EPHT3, DRT, ERK, PCBC, CAPB, BDPLT22"	EPHB2	2048	"?Bleeding disorder, platelet-type, 22, 618462 (3), Autosomal recessive; {Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3)"
chr1	23019468	23083689	1p36.12	1p36.12	609132	"KDM1A, LSD1, AOF2, BHC110, KIAA0601, CPRF"	KDM1A	23028	"Cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3), Autosomal dominant"
chr1	23083642	23178122	1p36	1p36.12	601422	LUZP1	LUZP1	7798	
chr1	23191895	23217502	1p36.3-p34.3	1p36.12	182133	HTR1D	HTR1D	3352	
chr1	23304688	23344284	1p36.11	1p36.12	607201	"HNRPR, HNRNPR"	HNRNPR	10236	
chr1	23359448	23369836	1p36	1p36.12	611703	"ZNF436, KIAA1710"	ZNF436	80818	
chr1	23380909	23424748	1p36.12	1p36.12	604128	TCEA3	TCEA3	6920	
chr1	23428563	23484631	1p36.13	1p36.12	616594	"ASAP3, UPLC1, CENTB6, DDEFL1, ACAP4"	ASAP3	55616	
chr1	23505212	23531233	1p36	1p36.12	600426	E2F2	E2F2	1870	
chr1	23557926	23559501	1p36.13-p36.12	1p36.12	600277	ID3	ID3	3399	
chr1	23627334	23640568	1p36.1	1p36.11	607305	MDS2	MDS2	259283	
chr1	23691779	23696835	1p36.1-p35	1p36.11	604175	"RPL11, DBA7"	RPL11	6135	"Diamond-Blackfan anemia 7, 612562 (3), Autosomal dominant"
chr1	23743471	23762059	1p36.1	1p36.11	600786	TCEB3	ELOA	6924	
chr1	23778418	23788232	1p36.11	1p36.11	618784	"PITHD1, C1orf128"	PITHD1	57095	
chr1	23791145	23795539	1p36.11	1p36.11	616143	"LYPLA2, APT2"	LYPLA2	11313	
chr1	23795599	23800754	1p36-p35	1p36.11	606953	GALE	GALE	2582	"Galactose epimerase deficiency, 230350 (3), Autosomal recessive"
chr1	23801885	23825429	1pter-p33	1p36.11	613898	HMGCL	HMGCL	3155	"HMG-CoA lyase deficiency, 246450 (3), Autosomal recessive"
chr1	23845077	23868290	1p34	1p36.11	612280	FUCA1	FUCA1	2517	"Fucosidosis, 230000 (3), Autosomal recessive"
chr1	23870515	23913362	1p36	1p36.11	605051	"CNR2, CB2, CX5"	CNR2	1269	
chr1	23959164	23963462	1p36.11	1p36.11	611882	PNRC2	PNRC2	55629	
chr1	23964347	23980327	1p36.1	1p36.11	605221	"SRSF10, FUSIP1, TASR, TASR1, TASR2"	SRSF10	10772	
chr1	24056041	24112135	1p36.11	1p36.11	616832	MYOM3	MYOM3	127294	
chr1	24119771	24143140	1p36.11	1p36.11	605457	"IL22RA1, IL22R1"	IL22RA1	58985	
chr1	24154168	24187289	1p36.11	1p36.11	607404	"IFNLR1, IL28RA"	IFNLR1	163702	
chr1	24319357	24364482	1p36.11	1p36.11	608317	"GRHL3, SOM, TFCP2L4, VWS2"	GRHL3	57822	"van der Woude syndrome 2, 606713 (3), Autosomal dominant"
chr1	24356999	24415044	1p36.11	1p36.11	615826	"STPG1, MAPO2, C1orf201"	STPG1	90529	
chr1	24502344	24541040	1p35.2-p33	1p36.11	605860	"RCAN3, DSCR1L2, MCIP3"	RCAN3	11123	
chr1	24643302	24673281	1p36.11	1p36.11	605975	"SRRM1, SRM160"	SRRM1	10250	
chr1	24745447	24844321	1p36.11	1p36.11	606536	"CLIC4, MTCLIC"	CLIC4	25932	
chr1	24899511	24965138	1p36	1p36.11	600210	"RUNX3, CBFA3, PEBP2A3, AML2"	RUNX3	864	
chr1	25222276	25232502	1p36.11	1p36.11	607090	"SYF2, P29"	SYF2	25949	
chr1	25272486	25330445	1p36.2-p34	1p36.11	111680	"RHD, HDFNRH"	RHD	6007	"{Hemolytic disease of fetus and newborn, RH-induced}, 619462 (3); [Blood group, RH system], 111690 (3)"
chr1	25338334	25362361	1p36.11	1p36.11	605348	"TMEM50A, SMP1"	TMEM50A	23585	
chr1	25362249	25430203	1p36.2-p34	1p36.11	111700	"RHCE, RHNA"	RHCE	6006	"Rh-null disease, amorph type, 617970 (3)"
chr1	25430897	25500209	1p36.11	1p36.11	610301	"TMEM57, FLJ10747"	MACO1	55219	
chr1	25543606	25590400	1p36-p35	1p36.11	605747	"LDLRAP1, ARH, FHCB2, FHCB1, FHCL4"	LDLRAP1	26119	"Hypercholesterolemia, familial, 4, 603813 (3), Autosomal recessive"
chr1	25616791	25784450	1p36.13-p35.1	1p36.11	616772	MAN1C1	MAN1C1	57134	
chr1	25800193	25818221	1p36-p35	1p36.11	606210	"SELENON, SEPN1, SELN, RSMD1, CFTD"	SELENON	57190	"Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal dominant, Autosomal recessive; Muscular dystrophy, rigid spine, 1, 602771 (3), Autosomal recessive"
chr1	25861484	25875708	1p36.11	1p36.11	607779	"PAQR7, MPRA, PGLP"	PAQR7	164091	
chr1	25884179	25906880	1p36.1-p35	1p36.11	151442	"STMN1, LAP18, SMN"	STMN1	3925	
chr1	25959767	25998063	1p36.11	1p36.11	602344	PAFAH2	PAFAH2	5051	
chr1	26021775	26036464	1p36.1	1p36.11	601738	EXTL1	EXTL1	2134	
chr1	26037252	26046118	1p36.11	1p36.11	609617	"SLC30A2, ZNT2, TNZD"	SLC30A2	7780	"Zinc deficiency, transient neonatal, 608118 (3), Autosomal dominant"
chr1	26051301	26067630	1p36.11	1p36.11	606131	"TRIM63, RNF28, SMRZ, MURF1"	TRIM63	84676	
chr1	26111162	26125555	1p35.3	1p36.11	610785	PDIK1L	PDIK1L	149420	
chr1	26169908	26170873	1p36.11	1p36.11	616698	"ZNF593, ZT86"	ZNF593	51042	
chr1	26177491	26189884	1p36.11	1p36.11	603272	"CNKSR1, CNK1"	CNKSR1	10256	
chr1	26190602	26202964	1p35.3	1p36.11	609121	CATSPER4	CATSPER4	378807	
chr1	26234200	26278808	1p36.11	1p36.11	618898	"CEP85, CCDC21"	CEP85	64793	
chr1	26280086	26281522	1p36.11	1p36.11	615679	SH3BGRL3	SH3BGRL3	83442	
chr1	26282282	26318355	1p36.11	1p36.11	609151	"UBXN11, SOC"	UBXN11	91544	
chr1	26317958	26320523	1p36.11	1p36.11	114280	"CD52, CDW52"	CD52	1043	
chr1	26321865	26354130	1p36.11	1p36.11	619765	"CRYBG2, AIM1L"	CRYBG2	55057	
chr1	26361634	26374518	1p36.11	1p36.11	616775	"ZNF683, HOBIT"	ZNF683	257101	
chr1	26410817	26429728	1p36.11	1p36.11	611043	LIN28A	LIN28A	79727	
chr1	26432321	26471306	1p36.11	1p36.11	608172	"DHDDS, HDS, RP59, DEDSM"	DHDDS	79947	"Developmental delay and seizures with or without movement abnormalities, 617836 (3), Autosomal dominant; ?Congenital disorder of glycosylation, type 1bb, 613861 (3), Autosomal recessive; Retinitis pigmentosa 59, 613861 (3), Autosomal recessive"
chr1	26472440	26476642	1p36.1	1p36.11	163910	"HMGN2, HMG17"	HMGN2	3151	
chr1	26529761	26575025	1p36.1	1p36.11	601684	"RPS6KA1, RSK1"	RPS6KA1	6195	
chr1	26696015	26782104	1p35.3	1p36.11	603024	"ARID1A, C1orf4, B120, SMARCF1, MRD14, CSS2"	ARID1A	8289	"Coffin-Siris syndrome 2, 614607 (3), Autosomal dominant"
chr1	26787054	26800659	1p36.11	1p36.11	610274	"PIGV, HPMRS1"	PIGV	55650	"Hyperphosphatasia with mental retardation syndrome 1, 239300 (3), Autosomal recessive"
chr1	26863149	26864456	1p36.11	1p36.11	601290	SFN	SFN	2810	
chr1	26890488	26900467	1p36.11	1p36.11	617486	GPATCH3	GPATCH3	63906	
chr1	26900161	26946871	1p36.11	1p36.11	610325	NUDC	NUDC	10726	
chr1	26911489	26913975	1p36.1	1p36.11	604630	"NR0B2, SHP"	NR0B2	8431	"Obesity, mild, early-onset, 601665 (3), Multifactorial, Autosomal dominant, Autosomal recessive"
chr1	26949562	26960468	1p36	1p36.11	616758	"KDF1, C1orf172, ECTD12"	KDF1	126695	"?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type, 617337 (3), Autosomal dominant"
chr1	26993692	27000886	1p36.11	1p36.11	616824	TRNP1	TRNP1	388610	
chr1	27005020	27012850	1p36.11	1p36.11	619069	"TENT5B, FAM46"	TENT5B	115572	
chr1	27098809	27155125	1p36.1-p35	1p36.11	107310	"SLC9A1, NHE1, APNH, LIKNS"	SLC9A1	6548	"Lichtenstein-Knorr syndrome, 616291 (3), Autosomal recessive"
chr1	27234441	27308636	1p36.11	1p36.11	619763	"WDTC1, ADP"	WDTC1	23038	
chr1	27322163	27336400	1p36.11	1p36.11	619469	"TMEM222, C1orf160, NEDMOSBA"	TMEM222	84065	"Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities, 619470 (3), Autosomal recessive"
chr1	27342022	27353932	1p36.11	1p36.11	608042	"SYTL1, SLP1, JFC1"	SYTL1	84958	
chr1	27355184	27366961	1p36.11	1p36.11	604468	"MAP3K6, MAPKKK6, ASK2"	MAP3K6	9064	
chr1	27369110	27374824	1p36.11	1p36.11	604973	"FCN3, HAKA1"	FCN3	8547	"Immunodeficiency due to ficolin 3 deficiency, 613860 (3), Autosomal recessive"
chr1	27392622	27395814	1p36.1-p34.3	1p36.11	600241	GPR3	GPR3	2827	
chr1	27404230	27490167	1p36.11-p34.3	1p36.11	605875	"WASF2, WAVE2, SCAR2"	WASF2	10163	
chr1	27534245	27604227	1p36.11	1p36.11-p35.3	615790	"AHDC1, XIGIS, MRD25"	AHDC1	27245	"Xia-Gibbs syndrome, 615829 (3), Autosomal dominant"
chr1	27600001	34300000	1p35		617930	"C1DELp35, DEL1p35"			"Chromosome 1p35 deletion syndrome, 617930 (4), Autosomal dominant"
chr1	27600001	34300000	1p35		132850	EBVS1	EBVS1	1888	
chr1	27612064	27635185	1p36.2-p36.1	1p35.3	164940	"FGR, SRC2"	FGR	2268	
chr1	27666064	27672192	1p35	1p35.3	147572	"G1P3, IFI616"	IFI6	2537	
chr1	27773219	27824443	1p35.3	1p35.3	606892	"STX12, STX13"	STX12	23673	
chr1	27830782	27851676	1p35	1p35.3	602636	"PPP1R8, NIPP1, ARD1"	PPP1R8	5511	
chr1	27872544	27886675	1p35.3	1p35.3	617856	"THEMIS2, C1orf38, ICB1"	THEMIS2	9473	
chr1	27891524	27914797	1p35	1p35.3	179836	RPA2	RPA2	6118	
chr1	27935000	27959152	1p35.3	1p35.3	617737	"SMPDL3B, ASML3B"	SMPDL3B	27293	
chr1	27959973	27968093	1p35.3	1p35.3	619940	XKR8	XKR8	55113	
chr1	27970344	28088610	1p36	1p35.3	601655	EYA3	EYA3	2140	
chr1	28147166	28193856	1p35-p34.3	1p35.3	173393	PTAFR	PTAFR	5724	
chr1	28236124	28238100	1p35.3	1p35.3	614981	"ATP1F1, IF1"	ATP5IF1	93974	
chr1	28259518	28282491	1p35.3	1p35.3	607767	"SEST2, HI95"	SESN2	83667	
chr1	28329040	28335965	1p35.3	1p35.3	612384	MED18	MED18	54797	
chr1	28369740	28500364	1p35.3	1p35.3	608726	PHACTR4	PHACTR4	65979	
chr1	28505943	28510892	1p36.1	1p35.3	603238	"RNU17D, U17HG"	SNHG3	8420	
chr1	28506043	28538989	1p36.1	1p35.3	179710	"CHC1, RCC1"	RCC1	1104	
chr1	28507365	28507571	1p36.1	1p35.3	180645	"RNU17A, RNE1"	SNORA73A	6080	
chr1	28508558	28508762	1p36.1	1p35.3	603239	RNU17B	SNORA73B	26768	
chr1	28553085	28578545	1p35.3	1p35.3	619597	TRNAU1AP	TRNAU1AP	54952	
chr1	28602850	28648269	1p35.3	1p35.3	600773	TAF12	TAF12	6883	
chr1	28668229	28719353	1p35.3	1p35.3	604409	GMEB1	GMEB1	10691	
chr1	28736624	28769775	1p35	1p35.3	610640	YTHDF2	YTHDF2	51441	
chr1	28812170	28871267	1p36.1-p34.3	1p35.3	165195	OPRD1	OPRD1	4985	
chr1	28887100	29120041	1p36.2-p34	1p35.3	130500	"EPB41, EL1"	EPB41	2035	"Elliptocytosis-1, 611804 (3), Autosomal dominant, Autosomal recessive"
chr1	29147743	29181900	1p35.3	1p35.3	601940	"SRSF4, SFRS4, SRp75"	SRSF4	6429	
chr1	29167696	29230934	1p35.3	1p35.3	608205	"MECR, NRBF1, DYTOABG"	MECR	51102	"Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities, 617282 (3), Autosomal recessive"
chr1	29236522	29326800	1p35.3	1p35.3	602454	"PTPRU, GLEPP1, PTPU2"	PTPRU	10076	
chr1	30711277	30723585	1p35	1p35.2	115437	"MATN1, CRTM, CMP"	MATN1	4146	
chr1	30732469	30757774	1p34	1p35.2	601476	LAPTM5	LAPTM5	7805	
chr1	30869466	30909735	1pter-p22.3	1p35.2	186357	"SDC3, SYND3, SDCN"	SDC3	9672	"{Obesity, association with}, 601665 (3), Multifactorial, Autosomal dominant, Autosomal recessive"
chr1	30931506	31065717	1p35.2	1p35.2	607204	"PUM1, KIAA0099, SCA47"	PUM1	9698	"Spinocerebellar ataxia 47, 617931 (3), Autosomal dominant"
chr1	31179745	31239887	1p35.2	1p35.2	612871	NKAIN1	NKAIN1	79570	
chr1	31259568	31296788	1p35.2	1p35.2	607797	"SNRNP40, SPF38, PRPF8BP"	SNRNP40	9410	
chr1	31297032	31364936	1p35.2	1p35.2	619744	"ZCCHC17, PS1D"	ZCCHC17	51538	
chr1	31359588	31373076	1p33-p31	1p35.2	134651	FABP3	FABP3	2170	
chr1	31409777	31434678	1p35.2	1p35.2	614549	SERINC2	SERINC2	347735	
chr1	31576515	31587686	1p35.2	1p35.2	616064	"TINAGL1, TINAGRP"	TINAGL1	64129	
chr1	31617689	31634492	1p35.2	1p35.2	602392	"HCRTR1, OX1R"	HCRTR1	3061	
chr1	31629866	31644876	1p34	1p35.2	610033	PEF1	PEF1	553115	
chr1	31652263	31704017	1p34	1p35.2	120326	COL16A1	COL16A1	1307	
chr1	31727117	31764340	1p35	1p35.2	602683	"ADGRB2, BAI2"	ADGRB2	576	
chr1	31790422	31816022	1p35.2	1p35.2	619038	SPOCD1	SPOCD1	90853	
chr1	31906421	31938368	1p35	1p35.2	601584	"PTP4A2, PTP4A, PRL2, HH13"	PTP4A2	8073	
chr1	32013868	32060850	1p32	1p35.2	602489	"KHDRBS1, SAM68"	KHDRBS1	10657	
chr1	32108056	32176563	1p35.1	1p35.2	610563	KPNA6	KPNA6	23633	
chr1	32179675	32198285	1p35.2	1p35.2	608676	"TXLNA, IL14"	TXLNA	200081	
chr1	32196011	32205387	1p35.1	1p35.2	610162	"CCDC28B, MGC1203"	CCDC28B	79140	"{Bardet-Biedl syndrome 1, modifier of}, 209900 (3), Digenic recessive, Autosomal recessive"
chr1	32222407	32236170	1p34.1	1p35.2	603911	"EIF3I, EIF3S2, TRIP1"	EIF3I	8668	
chr1	32251265	32286165	1p35-p34.3	1p35.2	153390	"LCK, IMD22"	LCK	3932	"?Immunodeficiency 22, 615758 (3), Autosomal recessive"
chr1	32292083	32333626	1p34.1	1p35.2-p35.1	601241	"HDAC1, RPD3L1"	HDAC1	3065	
chr1	32333839	32336233	1p34	1p35.1	602940	"MARCKSL1, MLP, MRP"	MARCKSL1	65108	
chr1	32362539	32364312	1p35-p34	1p35.1	607660	"TSSK3, STK22C, STK22D"	TSSK3	81629	
chr1	32364633	32394441	1p35.1	1p35.1	617518	BSDC1	BSDC1	55108	
chr1	32539427	32605941	1p35.1	1p35.1	618742	"ZBTB8A, BOZF1"	ZBTB8A	653121	
chr1	32620820	32650932	1p35.1	1p35.1	615891	"ZBTB8OS, ARCH"	ZBTB8OS	339487	
chr1	32651208	32686211	1p35.1	1p35.1	602923	"RBBP4, RBAP48"	RBBP4	5928	
chr1	32679906	32703593	1p34.3-p34.1	1p35.1	611750	SYNC1	SYNC	81493	
chr1	32775239	32817358	1p35	1p35.1	603623	"YARS1, YARS, CMTDIC, TYRRS, YTS, YRS, IMNEPD2"	YARS1	8565	"Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 2, 619418 (3), Autosomal recessive; Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3), Autosomal dominant"
chr1	32816562	32858879	1p34.3	1p35.1	611889	"S100PBP, S100PBPR"	S100PBP	64766	
chr1	32862268	32872484	1p35.1	1p35.1	611906	"FNDC5, FRCP2"	FNDC5	252995	
chr1	32885996	32894646	1p35-p34.2	1p35.1	142622	"HPCA, DYT2"	HPCA	3208	"Dystonia 2, torsion, autosomal recessive, 224500 (3), Autosomal recessive"
chr1	32929036	32964809	1p35.1	1p35.1	610872	"IBRDC3, NKLAM"	RNF19B	127544	
chr1	33007940	33036883	1p34	1p35.1	103020	AK2	AK2	204	"Reticular dysgenesis, 267500 (3), Autosomal recessive"
chr1	33081153	33166795	1p34.3-p33	1p35.1	608353	"AZIN2, ODC1L, KIAA1945"	AZIN2	113451	
chr1	33145399	33182043	1p35.1	1p35.1	616755	"TRIM62, DEAR1"	TRIM62	55223	
chr1	33306766	33321098	1p35.1	1p35.1	619850	"A3GALT2, IGB3S"	A3GALT2	127550	
chr1	33323626	33431095	1p35.1	1p35.1	602979	PHC2	PHC2	1912	
chr1	33472645	33501643	1p35.1	1p35.1	611315	"ZSCAN20, ZNF31, KOX29"	ZSCAN20	7579	
chr1	33513998	34165842	1p35.3	1p35.1	608398	"CSMD2, KIAA1884"	CSMD2	114784	
chr1	33860475	33864791	1p35.1	1p35.1	617285	HMGB4	HMGB4	127540	
chr1	34300001	39600000	1p34.3		609919	GBD3		100048906	"Gallbladder disease 3, 609919 (2)"
chr1	34300001	60800000	1p34-p32		613545	MACST		100529231	"Macrostomia, 613545 (2)"
chr1	34755047	34758512	1p35.1	1p34.3	604493	"GJB5, CX31.1"	GJB5	2709	
chr1	34759740	34762327	1p35.1	1p34.3	605425	"GJB4, CX30.3, EKVP2"	GJB4	127534	"Erythrokeratodermia variabilis et progressiva 2, 617524 (3), Autosomal dominant"
chr1	34781214	34786364	1p35.1	1p34.3	603324	"GJB3, CX31, DFNA2B, EKVP1"	GJB3	2707	"Deafness, digenic, GJB2/GJB3, 220290 (3), Digenic dominant, Autosomal recessive; Deafness, autosomal recessive (3); Deafness, autosomal dominant 2B, 612644 (3), Autosomal dominant; Erythrokeratodermia variabilis et progressiva 1, 133200 (3), Autosomal dominant, Autosomal recessive; Deafness, autosomal dominant, with peripheral neuropathy (3)"
chr1	34792999	34795747	1p35.1	1p34.3	121012	"GJA4, CX37"	GJA4	2701	
chr1	34865436	34929650	1p34.3	1p34.3	611413	"DLGAP3, SPAPA3"	DLGAP3	58512	
chr1	34986165	35031945	14q12	1p34.3	613567	"ZMYM6, ZNF258"	ZMYM6	9204	
chr1	35176380	35193145	1p34	1p34.3	605199	"SFPQ, PSF"	SFPQ	6421	
chr1	35268709	35422058	1p34.3	1p34.3	613568	"ZMYM4, ZNF262, KIAA0425"	ZMYM4	9202	
chr1	35433492	35557661	1p34.3	1p34.3	613535	"KIAA0319L, KIAA1837"	KIAA0319L	79932	
chr1	35557799	35566779	1p34.3	1p34.3	608458	"NCDN, KIAA0607, NEDIES"	NCDN	23154	"Neurodevelopmental disorder with infantile epileptic spasms, 619373 (3), Autosomal dominant"
chr1	35573314	35595591	1p34.3	1p34.3	614428	TFAP2E	TFAP2E	339488	
chr1	35599541	35641526	1p34.2	1p34.3	602175	PSMB2	PSMB2	5690	
chr1	35720213	35769978	1p34.3-p34.1	1p34.3	605434	CLSPN	CLSPN	63967	
chr1	35807636	35857890	1p34.3	1p34.3	607356	"AGO4, EIF2C4, KIAA1567"	AGO4	192670	
chr1	35869761	35930532	1p35-p34	1p34.3	606228	"AGO1, EIF2C1, GERP95, EIF2C"	AGO1	26523	
chr1	35930718	36072500	1p35-p34	1p34.3	607355	"AGO3, EIF2C3"	AGO3	192669	
chr1	36084094	36088275	1p34.3	1p34.3	608953	"TEKT2, TEKTB1"	TEKT2	27285	
chr1	36088892	36093932	1p35.3-p34.1	1p34.3	610624	"ADPRHL2, ARH3, CONDSIAS"	ADPRS	54936	"Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures, 618170 (3), Autosomal recessive"
chr1	36095239	36125222	1p34.3-p32.3	1p34.3	120252	"COL8A2, FECD1, PPCD2"	COL8A2	1296	"Corneal dystrophy, posterior polymorphous 2, 609140 (3), Autosomal dominant; Corneal dystrophy, Fuchs endothelial, 1, 136800 (3), Autosomal dominant"
chr1	36136572	36156053	1p34.3	1p34.3	610955	"TRAPPC3, BET3"	TRAPPC3	27095	
chr1	36207637	36305357	1p34.3	1p34.3	603809	"THRAP3, TRAP150"	THRAP3	9967	
chr1	36339628	36385924	1p34.3	1p34.3	609437	"STK40, SHIK"	STK40	83931	
chr1	36393436	36397908	1p34.3	1p34.3	617909	LSM10	LSM10	84967	
